OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,,
SO - 000353,7/1/2014,133,Wholesale,USD,NXH382,50,5,6,"1,072.00","6,432.00",460.96,,
SO - 000354,7/1/2014,67,Distributor,USD,AXW291,6,17,10,"3,537.60","35,376.00","1,910.30",,
SO - 000355,7/1/2014,151,Distributor,USD,GUT930,42,18,11,"1,092.10","12,013.10",622.50,,
SO - 000356,7/1/2014,98,Wholesale,USD,NXH382,48,4,9,"1,748.70","15,738.30","1,136.66",,
SO - 000357,7/1/2014,82,Wholesale,USD,AXW291,2,2,8,891.10,"7,128.80",739.61,,
SO - 000358,7/1/2014,78,Wholesale,USD,AXW291,29,19,5,"3,082.00","15,410.00","1,510.18",,
SO - 000359,7/1/2014,63,Wholesale,USD,AXW291,27,25,5,"1,125.60","5,628.00",776.66,,
SO - 000360,7/1/2014,47,Wholesale,USD,AXW291,19,19,9,"1,252.90","11,276.10",651.51,,
SO - 000361,7/2/2014,4,Distributor,USD,FLR025,66,14,11,837.50,"9,212.50",527.63,,
SO - 000362,7/2/2014,172,Wholesale,USD,NXH382,53,5,10,"1,031.80","10,318.00",773.85,,
SO - 000363,7/2/2014,64,Wholesale,USD,GUT930,46,15,10,"2,385.20","23,852.00","1,454.97",,
SO - 000364,7/2/2014,106,Distributor,USD,AXW291,28,29,8,"1,802.30","14,418.40","1,153.47",,
SO - 000365,7/2/2014,29,Distributor,USD,NXH382,49,25,5,"1,018.40","5,092.00",753.62,,
SO - 000366,7/2/2014,60,Wholesale,USD,AXW291,19,13,10,"3,946.30","39,463.00","1,815.30",,
SO - 000367,7/2/2014,29,Distributor,USD,AXW291,24,15,6,"3,953.00","23,718.00","2,095.09",,
SO - 000368,7/3/2014,142,Wholesale,USD,AXW291,29,16,10,"5,098.70","50,987.00","3,416.13",,
SO - 000369,7/3/2014,173,Export,USD,FLR025,63,20,11,"3,758.70","41,345.70","1,954.52",,
SO - 000370,7/3/2014,141,Distributor,USD,AXW291,9,1,5,911.20,"4,556.00",610.50,,
SO - 000371,7/3/2014,42,Wholesale,USD,GUT930,43,19,8,904.50,"7,236.00",379.89,,
SO - 000372,7/3/2014,87,Wholesale,USD,AXW291,23,26,10,911.20,"9,112.00",410.04,,
SO - 000373,7/3/2014,82,Wholesale,USD,AXW291,7,12,10,227.80,"2,278.00",134.40,,
SO - 000374,7/3/2014,4,Distributor,USD,AXW291,13,3,5,254.60,"1,273.00",117.12,,
SO - 000375,7/3/2014,160,Wholesale,USD,AXW291,6,14,11,683.40,"7,517.40",444.21,,
SO - 000376,7/4/2014,129,Wholesale,USD,AXW291,29,25,7,"3,919.50","27,436.50","2,234.12",,
SO - 000377,7/4/2014,34,Distributor,USD,FLR025,64,13,10,"1,092.10","10,921.00",786.31,,
SO - 000378,7/5/2014,130,Wholesale,USD,GUT930,36,13,11,924.60,"10,170.60",536.27,,
SO - 000379,7/5/2014,47,Distributor,USD,GUT930,33,24,5,"1,018.40","5,092.00",794.35,,
SO - 000380,7/5/2014,66,Distributor,USD,FLR025,65,14,5,"1,788.90","8,944.50","1,305.90",,
SO - 000381,7/5/2014,77,Distributor,USD,AXW291,15,22,11,944.70,"10,391.70",538.48,,
SO - 000382,7/5/2014,133,Distributor,USD,AXW291,26,15,6,"3,959.70","23,758.20","2,573.81",,
SO - 000383,7/5/2014,42,Distributor,USD,AXW291,27,4,12,167.50,"2,010.00",70.35,,
SO - 000384,7/5/2014,111,Export,USD,AXW291,19,8,8,"3,872.60","30,980.80","1,975.03",,
SO - 000385,7/5/2014,65,Distributor,USD,GUT930,34,2,5,"6,539.20","32,696.00","3,858.13",,
SO - 000386,7/5/2014,17,Wholesale,USD,AXW291,10,29,6,"1,025.10","6,150.60",779.08,,
SO - 000387,7/5/2014,11,Wholesale,USD,GUT930,35,8,5,938.00,"4,690.00",572.18,,
SO - 000388,7/5/2014,159,Distributor,USD,FLR025,64,18,11,"1,045.20","11,497.20",804.80,,
SO - 000389,7/5/2014,106,Export,USD,GUT930,37,9,9,167.50,"1,507.50",112.23,,
SO - 000390,7/5/2014,86,Distributor,USD,FLR025,61,26,5,"1,721.90","8,609.50","1,377.52",,
SO - 000391,7/6/2014,150,Wholesale,USD,GUT930,44,10,8,676.70,"5,413.60",466.92,,
SO - 000392,7/6/2014,151,Wholesale,USD,AXW291,30,25,12,167.50,"2,010.00",82.08,,
SO - 000393,7/6/2014,167,Distributor,USD,GUT930,46,4,10,"1,118.90","11,189.00",895.12,,
SO - 000394,7/6/2014,10,Distributor,USD,AXW291,5,9,6,"1,139.00","6,834.00",933.98,,
SO - 000395,7/6/2014,99,Wholesale,USD,NXH382,50,2,5,"1,748.70","8,743.50",751.94,,
SO - 000396,7/6/2014,133,Distributor,USD,NXH382,47,15,11,"1,728.60","19,014.60","1,140.88",,
SO - 000397,7/6/2014,78,Distributor,USD,GUT930,33,14,5,"1,112.20","5,561.00",500.49,,
SO - 000398,7/6/2014,49,Distributor,USD,AXW291,11,17,11,"2,385.20","26,237.20","1,454.97",,
SO - 000399,7/6/2014,11,Export,USD,AXW291,15,1,12,221.10,"2,653.20",172.46,,
SO - 000400,7/7/2014,7,Wholesale,USD,AXW291,22,10,6,"5,708.40","34,250.40","2,682.95",,
SO - 000401,7/7/2014,103,Wholesale,USD,NXH382,52,3,7,"1,038.50","7,269.50",830.80,,
SO - 000402,7/7/2014,34,Distributor,USD,AXW291,4,11,7,"3,993.20","27,952.40","3,234.49",,
SO - 000403,7/7/2014,97,Distributor,USD,GUT930,35,25,12,"1,085.40","13,024.80",792.34,,
SO - 000404,7/7/2014,22,Wholesale,USD,NXH382,50,18,11,"3,886.00","42,746.00","2,020.72",,
SO - 000405,7/7/2014,155,Wholesale,USD,NXH382,53,28,6,"3,986.50","23,919.00","2,670.96",,
SO - 000406,7/7/2014,147,Wholesale,USD,AXW291,22,25,8,"1,206.00","9,648.00",988.92,,
SO - 000407,7/8/2014,39,Export,USD,FLR025,65,16,6,"1,842.50","11,055.00","1,050.23",,
SO - 000408,7/8/2014,95,Distributor,USD,NXH382,54,18,6,"5,051.80","30,310.80","2,930.04",,
SO - 000409,7/8/2014,107,Distributor,USD,GUT930,45,5,11,"1,165.80","12,823.80",466.32,,
SO - 000410,7/8/2014,171,Wholesale,USD,FLR025,60,26,11,"3,966.40","43,630.40","2,340.18",,
SO - 000411,7/8/2014,20,Wholesale,USD,NXH382,58,10,9,"1,802.30","16,220.70","1,495.91",,
SO - 000412,7/9/2014,37,Wholesale,USD,AXW291,28,18,8,"1,105.50","8,844.00",851.24,,
SO - 000413,7/9/2014,143,Wholesale,USD,AXW291,9,17,9,"1,889.40","17,004.60","1,398.16",,
SO - 000414,7/9/2014,3,Wholesale,USD,FLR025,63,25,6,"1,018.40","6,110.40",661.96,,
SO - 000415,7/9/2014,50,Wholesale,USD,NXH382,53,22,12,"3,865.90","46,390.80","2,822.11",,
SO - 000416,7/9/2014,6,Wholesale,USD,GUT930,46,20,10,998.30,"9,983.00",449.24,,
SO - 000417,7/9/2014,102,Distributor,USD,AXW291,27,25,6,254.60,"1,527.60",127.30,,
SO - 000418,7/9/2014,46,Wholesale,USD,AXW291,2,6,7,703.50,"4,924.50",316.58,,
SO - 000419,7/9/2014,32,Wholesale,USD,AXW291,12,16,7,"1,092.10","7,644.70",546.05,,
SO - 000420,7/9/2014,128,Export,USD,AXW291,11,15,8,"1,038.50","8,308.00",560.79,,
SO - 000421,7/9/2014,99,Distributor,USD,GUT930,34,16,12,"2,398.60","28,783.20","1,894.89",,
SO - 000422,7/10/2014,54,Export,USD,AXW291,27,8,6,897.80,"5,386.80",368.10,,
SO - 000423,7/10/2014,50,Wholesale,USD,AXW291,8,14,12,"5,212.60","62,551.20","3,179.69",,
SO - 000424,7/10/2014,161,Export,USD,AXW291,19,12,5,254.60,"1,273.00",206.23,,
SO - 000425,7/10/2014,130,Distributor,USD,GUT930,43,29,7,"3,926.20","27,483.40","2,120.15",,
SO - 000426,7/10/2014,140,Wholesale,USD,NXH382,57,15,7,"1,165.80","8,160.60",582.90,,
SO - 000427,7/10/2014,2,Export,USD,GUT930,33,17,8,"3,859.20","30,873.60","2,354.11",,
SO - 000428,7/10/2014,75,Export,USD,AXW291,13,14,5,167.50,837.50,100.50,,
SO - 000429,7/10/2014,75,Distributor,USD,NXH382,60,1,9,"1,681.70","15,135.30",891.30,,
SO - 000430,7/10/2014,59,Export,USD,AXW291,25,13,7,924.60,"6,472.20",665.71,,
SO - 000431,7/10/2014,145,Wholesale,USD,AXW291,22,3,9,"3,966.40","35,697.60","3,371.44",,
SO - 000432,7/10/2014,156,Distributor,USD,NXH382,51,19,6,938.00,"5,628.00",450.24,,
SO - 000433,7/11/2014,96,Distributor,USD,AXW291,15,4,8,"1,983.20","15,865.60","1,090.76",,
SO - 000434,7/11/2014,127,Wholesale,USD,AXW291,30,5,10,"2,586.20","25,862.00","2,094.82",,
SO - 000435,7/12/2014,119,Export,USD,AXW291,16,13,12,"3,061.90","36,742.80","2,051.47",,
SO - 000436,7/12/2014,98,Export,USD,NXH382,58,3,11,"1,051.90","11,570.90",452.32,,
SO - 000437,7/12/2014,26,Export,USD,GUT930,41,18,9,261.30,"2,351.70",104.52,,
SO - 000438,7/12/2014,67,Wholesale,USD,AXW291,25,21,5,"6,143.90","30,719.50","3,071.95",,
SO - 000439,7/12/2014,104,Distributor,USD,AXW291,26,14,9,"2,472.30","22,250.70","1,928.39",,
SO - 000440,7/12/2014,68,Wholesale,USD,NXH382,57,14,9,"3,892.70","35,034.30","3,075.23",,
SO - 000441,7/12/2014,28,Distributor,USD,GUT930,39,11,10,964.80,"9,648.00",492.05,,
SO - 000442,7/12/2014,13,Export,USD,FLR025,62,21,12,"3,832.40","45,988.80","3,104.24",,
SO - 000443,7/12/2014,105,Distributor,USD,GUT930,35,5,6,964.80,"5,788.80",781.49,,
SO - 000444,7/12/2014,67,Wholesale,USD,AXW291,22,1,11,"1,118.90","12,307.90",794.42,,
SO - 000445,7/12/2014,73,Wholesale,USD,NXH382,58,26,6,180.90,"1,085.40",74.17,,
SO - 000446,7/12/2014,150,Wholesale,USD,AXW291,18,1,7,844.20,"5,909.40",346.12,,
SO - 000447,7/12/2014,148,Export,USD,AXW291,18,14,6,"3,490.70","20,944.20","1,780.26",,
SO - 000448,7/13/2014,23,Distributor,USD,AXW291,12,24,10,"1,112.20","11,122.00",778.54,,
SO - 000449,7/13/2014,163,Wholesale,USD,AXW291,23,25,7,"1,072.00","7,504.00",568.16,,
SO - 000450,7/13/2014,47,Wholesale,USD,AXW291,1,25,7,"1,078.70","7,550.90",906.11,,
SO - 000451,7/13/2014,2,Wholesale,USD,NXH382,49,5,9,"5,433.70","48,903.30","3,857.93",,
SO - 000452,7/13/2014,120,Distributor,USD,NXH382,56,14,6,"3,906.10","23,436.60","3,163.94",,
SO - 000453,7/13/2014,67,Distributor,USD,AXW291,19,26,5,"2,458.90","12,294.50","2,090.07",,
SO - 000454,7/13/2014,141,Export,USD,NXH382,47,25,8,"1,112.20","8,897.60",856.39,,
SO - 000455,7/13/2014,162,Export,USD,AXW291,27,13,6,"1,065.30","6,391.80",745.71,,
SO - 000456,7/13/2014,105,Distributor,USD,NXH382,54,14,7,"1,862.60","13,038.20","1,359.70",,
SO - 000457,7/13/2014,162,Wholesale,USD,NXH382,49,12,9,"1,822.40","16,401.60","1,184.56",,
SO - 000458,7/13/2014,107,Distributor,USD,AXW291,29,6,10,"1,065.30","10,653.00",575.26,,
SO - 000459,7/13/2014,84,Wholesale,USD,AXW291,6,25,5,"5,875.90","29,379.50","4,289.41",,
SO - 000460,7/13/2014,47,Wholesale,USD,AXW291,28,16,5,"1,728.60","8,643.00",708.73,,
SO - 000461,7/14/2014,27,Distributor,USD,AXW291,23,15,5,"3,832.40","19,162.00","2,452.74",,
SO - 000462,7/14/2014,75,Wholesale,USD,NXH382,47,18,8,"1,025.10","8,200.80",861.08,,
SO - 000463,7/14/2014,132,Distributor,USD,AXW291,21,2,10,"1,815.70","18,157.00",944.16,,
SO - 000464,7/14/2014,93,Wholesale,USD,NXH382,53,22,5,"3,839.10","19,195.50","1,689.20",,
SO - 000465,7/14/2014,72,Wholesale,USD,AXW291,11,6,5,"2,425.40","12,127.00","1,430.99",,
SO - 000466,7/14/2014,142,Wholesale,USD,GUT930,40,2,5,"3,865.90","19,329.50","1,971.61",,
SO - 000467,7/14/2014,71,Distributor,USD,FLR025,64,7,8,"2,653.20","21,225.60","1,857.24",,
SO - 000468,7/14/2014,79,Distributor,USD,AXW291,17,28,7,991.60,"6,941.20",594.96,,
SO - 000469,7/14/2014,49,Wholesale,USD,FLR025,63,11,8,"2,512.50","20,100.00","2,060.25",,
SO - 000470,7/15/2014,99,Wholesale,USD,AXW291,8,19,11,"2,613.00","28,743.00","1,332.63",,
SO - 000471,7/15/2014,56,Wholesale,USD,FLR025,65,13,7,"5,721.80","40,052.60","3,375.86",,
SO - 000472,7/15/2014,76,Wholesale,USD,GUT930,42,13,12,"1,768.80","21,225.60",831.34,,
SO - 000473,7/15/2014,63,Export,USD,GUT930,40,11,5,"2,606.30","13,031.50","1,251.02",,
SO - 000474,7/15/2014,80,Export,USD,FLR025,60,5,10,"2,452.20","24,522.00","1,569.41",,
SO - 000475,7/15/2014,88,Wholesale,USD,GUT930,38,5,12,964.80,"11,577.60",694.66,,
SO - 000476,7/16/2014,97,Export,USD,AXW291,17,14,11,"1,125.60","12,381.60",562.80,,
SO - 000477,7/16/2014,48,Distributor,USD,NXH382,57,18,11,857.60,"9,433.60",548.86,,
SO - 000478,7/16/2014,31,Wholesale,USD,AXW291,5,6,9,"3,906.10","35,154.90","1,796.81",,
SO - 000479,7/16/2014,36,Export,USD,AXW291,29,20,5,"1,078.70","5,393.50",506.99,,
SO - 000480,7/16/2014,17,Wholesale,USD,NXH382,51,17,12,"2,432.10","29,185.20","1,264.69",,
SO - 000481,7/16/2014,165,Wholesale,USD,AXW291,17,18,7,958.10,"6,706.70",536.54,,
SO - 000482,7/17/2014,93,Wholesale,USD,AXW291,25,2,6,864.30,"5,185.80",726.01,,
SO - 000483,7/17/2014,57,Distributor,USD,AXW291,27,1,12,864.30,"10,371.60",700.08,,
SO - 000484,7/17/2014,75,Distributor,USD,GUT930,35,4,5,891.10,"4,455.50",579.22,,
SO - 000485,7/17/2014,16,Wholesale,USD,AXW291,18,6,6,"3,979.80","23,878.80","2,069.50",,
SO - 000486,7/17/2014,156,Wholesale,USD,GUT930,39,13,5,837.50,"4,187.50",469.00,,
SO - 000487,7/17/2014,10,Distributor,USD,AXW291,14,17,9,"2,318.20","20,863.80","1,738.65",,
SO - 000488,7/17/2014,9,Wholesale,USD,AXW291,6,8,7,"1,822.40","12,756.80",801.86,,
SO - 000489,7/17/2014,5,Distributor,USD,NXH382,60,25,6,"1,165.80","6,994.80",664.51,,
SO - 000490,7/17/2014,159,Wholesale,USD,AXW291,8,26,7,234.50,"1,641.50",187.60,,
SO - 000491,7/18/2014,133,Wholesale,USD,GUT930,44,15,11,"2,452.20","26,974.20","1,912.72",,
SO - 000492,7/18/2014,164,Distributor,USD,FLR025,60,13,11,261.30,"2,874.30",133.26,,
SO - 000493,7/18/2014,114,Export,USD,AXW291,16,1,10,"1,031.80","10,318.00",453.99,,
SO - 000494,7/18/2014,81,Wholesale,USD,FLR025,63,6,8,"3,082.00","24,656.00","1,849.20",,
SO - 000495,7/18/2014,20,Wholesale,USD,NXH382,56,4,11,"6,405.20","70,457.20","3,138.55",,
SO - 000496,7/18/2014,19,Distributor,USD,AXW291,30,19,7,"1,822.40","12,756.80",947.65,,
SO - 000497,7/18/2014,124,Wholesale,USD,GUT930,33,29,11,"1,279.70","14,076.70","1,062.15",,
SO - 000498,7/18/2014,149,Wholesale,USD,NXH382,51,10,5,"3,932.90","19,664.50","2,635.04",,
SO - 000499,7/18/2014,89,Wholesale,USD,NXH382,56,6,9,201.00,"1,809.00",80.40,,
SO - 000500,7/18/2014,80,Wholesale,USD,AXW291,26,26,9,"3,946.30","35,516.70","2,131.00",,
SO - 000501,7/19/2014,56,Wholesale,USD,AXW291,13,3,12,"1,909.50","22,914.00","1,317.56",,
SO - 000502,7/19/2014,49,Distributor,USD,AXW291,22,17,5,"2,412.00","12,060.00","1,109.52",,
SO - 000503,7/19/2014,119,Wholesale,USD,AXW291,28,18,12,964.80,"11,577.60",675.36,,
SO - 000504,7/19/2014,146,Wholesale,USD,AXW291,11,18,9,"1,996.60","17,969.40","1,457.52",,
SO - 000505,7/19/2014,132,Wholesale,USD,GUT930,41,21,10,"1,045.20","10,452.00",700.28,,
SO - 000506,7/19/2014,91,Wholesale,USD,AXW291,7,26,12,"3,879.30","46,551.60","3,219.82",,
SO - 000507,7/19/2014,105,Wholesale,USD,AXW291,14,3,12,"5,976.40","71,716.80","3,466.31",,
SO - 000508,7/19/2014,66,Wholesale,USD,GUT930,46,13,8,"2,257.90","18,063.20","1,264.42",,
SO - 000509,7/20/2014,73,Distributor,USD,GUT930,34,25,10,241.20,"2,412.00",154.37,,
SO - 000510,7/20/2014,156,Distributor,USD,AXW291,13,7,6,"1,983.20","11,899.20",793.28,,
SO - 000511,7/20/2014,112,Export,USD,FLR025,66,20,6,"3,919.50","23,517.00","3,331.58",,
SO - 000512,7/20/2014,14,Distributor,USD,GUT930,32,13,9,241.20,"2,170.80",135.07,,
SO - 000513,7/20/2014,26,Distributor,USD,AXW291,1,25,11,"3,946.30","43,409.30","2,012.61",,
SO - 000514,7/20/2014,79,Wholesale,USD,AXW291,29,14,7,"3,966.40","27,764.80","3,054.13",,
SO - 000515,7/20/2014,160,Wholesale,USD,AXW291,20,25,7,"1,829.10","12,803.70","1,463.28",,
SO - 000516,7/20/2014,107,Wholesale,USD,NXH382,50,5,12,"2,733.60","32,803.20","1,230.12",,
SO - 000517,7/20/2014,126,Distributor,USD,NXH382,59,23,9,844.20,"7,597.80",717.57,,
SO - 000518,7/21/2014,82,Wholesale,USD,NXH382,55,26,6,"6,231.00","37,386.00","4,922.49",,
SO - 000519,7/21/2014,168,Distributor,USD,AXW291,12,5,10,"1,159.10","11,591.00",614.32,,
SO - 000520,7/21/2014,76,Wholesale,USD,AXW291,8,29,6,"3,966.40","23,798.40","2,379.84",,
SO - 000521,7/21/2014,103,Wholesale,USD,AXW291,1,28,5,"1,105.50","5,527.50",740.69,,
SO - 000522,7/21/2014,16,Wholesale,USD,AXW291,11,26,8,"1,125.60","9,004.80",731.64,,
SO - 000523,7/21/2014,110,Distributor,USD,AXW291,25,15,11,897.80,"9,875.80",709.26,,
SO - 000524,7/21/2014,15,Wholesale,USD,AXW291,13,19,5,207.70,"1,038.50",83.08,,
SO - 000525,7/21/2014,166,Wholesale,USD,FLR025,65,14,10,"3,959.70","39,597.00","2,138.24",,
SO - 000526,7/22/2014,58,Wholesale,USD,NXH382,58,4,6,"1,755.40","10,532.40",912.81,,
SO - 000527,7/22/2014,34,Wholesale,USD,GUT930,39,19,7,"3,001.60","21,011.20","1,650.88",,
SO - 000528,7/22/2014,136,Wholesale,USD,NXH382,49,18,7,"1,031.80","7,222.60",464.31,,
SO - 000529,7/22/2014,169,Export,USD,AXW291,10,26,10,"3,966.40","39,664.00","2,776.48",,
SO - 000530,7/22/2014,45,Distributor,USD,AXW291,18,13,6,"1,681.70","10,090.20","1,126.74",,
SO - 000531,7/22/2014,135,Wholesale,USD,AXW291,2,2,6,"1,172.50","7,035.00",809.03,,
SO - 000532,7/22/2014,41,Distributor,USD,NXH382,55,15,5,716.90,"3,584.50",473.15,,
SO - 000533,7/22/2014,51,Wholesale,USD,NXH382,52,2,6,"6,465.50","38,793.00","3,879.30",,
SO - 000534,7/22/2014,78,Wholesale,USD,NXH382,53,13,11,241.20,"2,653.20",101.30,,
SO - 000535,7/22/2014,166,Export,USD,AXW291,22,14,6,"1,929.60","11,577.60",849.02,,
SO - 000536,7/22/2014,130,Wholesale,USD,AXW291,30,9,12,"3,953.00","47,436.00","3,280.99",,
SO - 000537,7/23/2014,151,Distributor,USD,GUT930,37,28,8,"2,492.40","19,939.20","1,320.97",,
SO - 000538,7/23/2014,118,Export,USD,NXH382,54,1,5,241.20,"1,206.00",185.72,,
SO - 000539,7/23/2014,120,Distributor,USD,GUT930,38,19,6,951.40,"5,708.40",380.56,,
SO - 000540,7/23/2014,90,Export,USD,AXW291,14,18,10,"6,217.60","62,176.00","5,284.96",,
SO - 000541,7/23/2014,154,Distributor,USD,AXW291,14,15,6,"2,351.70","14,110.20","1,246.40",,
SO - 000542,7/23/2014,158,Distributor,USD,AXW291,25,1,7,"1,132.30","7,926.10",871.87,,
SO - 000543,7/23/2014,76,Wholesale,USD,GUT930,38,22,6,"1,145.70","6,874.20",607.22,,
SO - 000544,7/23/2014,41,Wholesale,USD,AXW291,23,10,6,"3,725.20","22,351.20","2,048.86",,
SO - 000545,7/23/2014,15,Wholesale,USD,GUT930,35,29,11,944.70,"10,391.70",689.63,,
SO - 000546,7/23/2014,78,Distributor,USD,AXW291,29,8,9,"1,219.40","10,974.60",560.92,,
SO - 000547,7/23/2014,96,Wholesale,USD,GUT930,38,13,11,"1,051.90","11,570.90",736.33,,
SO - 000548,7/23/2014,157,Wholesale,USD,AXW291,4,10,10,207.70,"2,077.00",135.01,,
SO - 000549,7/23/2014,52,Export,USD,GUT930,37,13,8,"1,862.60","14,900.80","1,098.93",,
SO - 000550,7/23/2014,78,Distributor,USD,AXW291,14,6,12,"1,889.40","22,672.80","1,152.53",,
SO - 000551,7/23/2014,161,Wholesale,USD,FLR025,64,17,6,"2,653.20","15,919.20","2,016.43",,
SO - 000552,7/23/2014,159,Wholesale,USD,FLR025,62,21,9,"3,953.00","35,577.00","1,818.38",,
SO - 000553,7/23/2014,24,Export,USD,FLR025,66,7,12,227.80,"2,733.60",191.35,,
SO - 000554,7/24/2014,99,Distributor,USD,NXH382,56,17,12,"3,879.30","46,551.60","1,551.72",,
SO - 000555,7/24/2014,152,Wholesale,USD,AXW291,28,17,5,"1,045.20","5,226.00",804.80,,
SO - 000556,7/24/2014,65,Wholesale,USD,NXH382,54,30,12,"5,071.90","60,862.80","2,535.95",,
SO - 000557,7/24/2014,14,Wholesale,USD,FLR025,66,26,8,241.20,"1,929.60",144.72,,
SO - 000558,7/24/2014,167,Distributor,USD,AXW291,18,6,6,"2,298.10","13,788.60","1,539.73",,
SO - 000559,7/24/2014,47,Distributor,USD,AXW291,12,25,12,"3,845.80","46,149.60","1,845.98",,
SO - 000560,7/24/2014,123,Distributor,USD,GUT930,46,25,8,"2,425.40","19,403.20","1,042.92",,
SO - 000561,7/25/2014,125,Wholesale,USD,AXW291,2,13,7,"1,206.00","8,442.00",663.30,,
SO - 000562,7/25/2014,76,Distributor,USD,AXW291,23,18,6,221.10,"1,326.60",179.09,,
SO - 000563,7/25/2014,170,Wholesale,USD,GUT930,46,15,9,"3,825.70","34,431.30","2,563.22",,
SO - 000564,7/25/2014,77,Wholesale,USD,AXW291,8,15,5,857.60,"4,288.00",394.50,,
SO - 000565,7/25/2014,40,Distributor,USD,AXW291,8,3,10,"3,825.70","38,257.00","2,563.22",,
SO - 000566,7/25/2014,168,Wholesale,USD,AXW291,20,29,8,"1,996.60","15,972.80",898.47,,
SO - 000567,7/25/2014,72,Distributor,USD,AXW291,27,4,8,234.50,"1,876.00",121.94,,
SO - 000568,7/25/2014,56,Wholesale,USD,GUT930,37,17,8,"1,896.10","15,168.80",948.05,,
SO - 000569,7/26/2014,39,Distributor,USD,AXW291,21,20,5,207.70,"1,038.50",87.23,,
SO - 000570,7/26/2014,57,Distributor,USD,AXW291,20,3,11,167.50,"1,842.50",125.63,,
SO - 000571,7/26/2014,92,Wholesale,USD,NXH382,54,19,10,"3,986.50","39,865.00","2,591.23",,
SO - 000572,7/26/2014,108,Wholesale,USD,AXW291,21,23,7,"2,546.00","17,822.00","1,018.40",,
SO - 000573,7/26/2014,120,Wholesale,USD,AXW291,25,25,9,864.30,"7,778.70",380.29,,
SO - 000574,7/26/2014,20,Export,USD,AXW291,27,14,5,"1,876.00","9,380.00","1,350.72",,
SO - 000575,7/26/2014,151,Distributor,USD,NXH382,56,2,7,247.90,"1,735.30",163.61,,
SO - 000576,7/26/2014,125,Wholesale,USD,AXW291,28,15,6,"5,051.80","30,310.80","3,435.22",,
SO - 000577,7/26/2014,49,Export,USD,NXH382,48,17,5,"1,011.70","5,058.50",667.72,,
SO - 000578,7/26/2014,159,Distributor,USD,GUT930,44,2,9,"1,862.60","16,763.40","1,247.94",,
SO - 000579,7/26/2014,2,Export,USD,AXW291,27,13,8,"1,246.20","9,969.60",660.49,,
SO - 000580,7/27/2014,164,Export,USD,FLR025,63,3,7,"1,688.40","11,818.80","1,215.65",,
SO - 000581,7/27/2014,149,Wholesale,USD,GUT930,43,4,5,"5,916.10","29,580.50","4,673.72",,
SO - 000582,7/27/2014,127,Wholesale,USD,GUT930,35,10,9,"5,132.20","46,189.80","2,771.39",,
SO - 000583,7/27/2014,37,Distributor,USD,AXW291,15,30,8,"1,118.90","8,951.20",839.18,,
SO - 000584,7/27/2014,109,Export,USD,GUT930,39,18,11,"5,835.70","64,192.70","3,968.28",,
SO - 000585,7/27/2014,35,Wholesale,USD,NXH382,50,7,9,"6,036.70","54,330.30","3,139.08",,
SO - 000586,7/27/2014,130,Distributor,USD,AXW291,31,14,8,"1,031.80","8,254.40",825.44,,
SO - 000587,7/27/2014,45,Wholesale,USD,FLR025,60,14,10,"5,956.30","59,563.00","4,407.66",,
SO - 000588,7/27/2014,80,Distributor,USD,AXW291,19,2,6,"3,932.90","23,597.40","2,989.00",,
SO - 000589,7/27/2014,14,Wholesale,USD,GUT930,45,14,6,"5,889.30","35,335.80","4,416.98",,
SO - 000590,7/27/2014,41,Export,USD,NXH382,59,14,7,"2,458.90","17,212.30","1,647.46",,
SO - 000591,7/27/2014,110,Wholesale,USD,AXW291,19,27,6,"3,912.80","23,476.80","2,034.66",,
SO - 000592,7/28/2014,7,Wholesale,USD,AXW291,25,7,5,"5,668.20","28,341.00","3,570.97",,
SO - 000593,7/28/2014,85,Wholesale,USD,AXW291,1,4,8,"5,547.60","44,380.80","4,216.18",,
SO - 000594,7/29/2014,137,Export,USD,AXW291,20,15,10,201.00,"2,010.00",96.48,,
SO - 000595,7/29/2014,157,Wholesale,USD,FLR025,65,12,9,247.90,"2,231.10",198.32,,
SO - 000596,7/29/2014,128,Distributor,USD,NXH382,51,15,6,"3,859.20","23,155.20","3,125.95",,
SO - 000597,7/29/2014,29,Wholesale,USD,GUT930,39,13,10,"5,487.30","54,873.00","3,127.76",,
SO - 000598,7/29/2014,128,Wholesale,USD,GUT930,40,6,11,"1,809.00","19,899.00","1,157.76",,
SO - 000599,7/30/2014,62,Export,USD,AXW291,18,2,7,"2,405.30","16,837.10","1,731.82",,
SO - 000600,7/30/2014,126,Wholesale,USD,GUT930,34,19,8,790.60,"6,324.80",672.01,,
SO - 000601,7/30/2014,65,Distributor,USD,NXH382,53,13,7,"3,202.60","22,418.20","2,177.77",,
SO - 000602,7/30/2014,153,Wholesale,USD,NXH382,57,16,12,"1,058.60","12,703.20",645.75,,
SO - 000603,7/30/2014,159,Wholesale,USD,AXW291,7,26,9,"1,768.80","15,919.20",778.27,,
SO - 000604,7/30/2014,60,Export,USD,GUT930,36,14,7,971.50,"6,800.50",534.33,,
SO - 000605,7/30/2014,154,Distributor,USD,AXW291,28,17,5,938.00,"4,690.00",478.38,,
SO - 000606,7/30/2014,76,Wholesale,USD,AXW291,5,13,9,958.10,"8,622.90",756.90,,
